curriculum,grade,subject,topic,subtopic,target_total,target_mcq,target_fill,target_match,target_frq
IB,Grade 12,Chemistry HL,Acids & Bases,Acid–Base Titrations & Curves (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Acids & Bases,Definitions: Arrhenius/Bronsted; Lewis (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Acids & Bases,Indicators & Buffer Concepts (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Acids & Bases,Neutralization & Salt Hydrolysis (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Acids & Bases,Strong vs Weak; Conductivity & pH,26,10,6,2,8
IB,Grade 12,Chemistry HL,Acids & Bases,"pH, pOH, Kw at 25°C",26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),Effective Nuclear Charge & Shielding,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),Mass Spectrometry: Isotopic Patterns,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),Spectral Line Splitting (Qualitative),26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),Successive Ionization Energy Patterns,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),Wave–Particle Duality in Atomic Models,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic & Electronic Structure (HL),d-Block Electron Configurations (Ions),26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,"Electron Configuration (Aufbau, Pauli, Hund)",26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,Emission Spectra & Energy Levels,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,First Ionization Energy & Trends,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,Nuclear Notation & Stability (Qualitative),26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,Relative Atomic Mass & Mass Spectrometry,26,10,6,2,8
IB,Grade 12,Chemistry HL,Atomic Structure,Subatomic Particles & Isotopes,26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,"Covalent Bonding, Polarity & Bond Order",26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,"Intermolecular Forces (LDF, Dipole, H-bond)",26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,Ionic Bonding & Lattice (Qualitative),26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,"Lewis Structures, Octet Exceptions, Resonance",26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,Metallic Bonding & Properties,26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure,VSEPR Shapes & Molecular Geometry,26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),Delocalization & Resonance (Benzene/Ozone),26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),Formal Charge & Stability,26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),"Hybridization (sp, sp2, sp3)",26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),Intermolecular Forces & Polarizability,26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),Lattice Enthalpy (Intro to Born–Haber),26,10,6,2,8
IB,Grade 12,Chemistry HL,Bonding & Structure (HL),Molecular Orbital Concepts (Qualitative),26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Catalysts & Surface Area,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Collision Theory & Maxwell–Boltzmann (Qual.),26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Concentration & Temperature Effects,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Elementary Steps (Qualitative),26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Rate Graphs & Initial Rate (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics,Rate of Reaction & Measurement,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Arrhenius Equation & Activation Energy,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Catalysis: Homo/Heterogeneous,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Initial Rates & Clock Reactions,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Integrated Rate Laws (0/1st/2nd Order),26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Rate Laws & Orders of Reaction,26,10,6,2,8
IB,Grade 12,Chemistry HL,Chemical Kinetics (HL),Reaction Mechanisms & RDS,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Average Bond Enthalpies,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Calorimetry & q = mcΔT,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Endothermic vs Exothermic Profiles,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Enthalpy Changes & Thermochemical Equations,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Enthalpy of Solution & Hydration (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry,Hess’s Law & Enthalpy Cycles (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Enthalpy of Solution & Hydration (Quant.),26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Entropy (S) & Disorder,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Fuel Cells & Energy Density Comparisons,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Gibbs Free Energy ΔG = ΔH − TΔS,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Lattice Enthalpy & Born–Haber Cycles,26,10,6,2,8
IB,Grade 12,Chemistry HL,Energetics/Thermochemistry (HL),Temperature Dependence of Spontaneity,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,Dynamic Equilibrium Features,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,Equilibrium Constant Kc (Expressions/Units),26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,ICE Tables & Calculations,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,Industrial Equilibria (Haber/Contact),26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,Le Châtelier’s Principle (Qual/Quant),26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium,Reaction Quotient Q,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),Buffer Solutions & Henderson–Hasselbalch,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),Indicator Choice & Range Justification,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),Kp for Gaseous Equilibria,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),Solubility Product Ksp & Precipitation,26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),Strong–Weak Titration Curves (Detailed),26,10,6,2,8
IB,Grade 12,Chemistry HL,Equilibrium & Acids/Bases (HL),pKa/pKb and Ka/Kb Relationships,26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Designing Valid Experiments (Controls),26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Graphing: Best-Fit Lines & Gradients,26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Percentage Error; Accuracy vs Precision,26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Propagation of Uncertainty,26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Random vs Systematic Error; Calibration,26,10,6,2,8
IB,Grade 12,Chemistry HL,Measurement & Data Processing,Significant Figures & Uncertainty,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Alcohols: Oxidation & Esterification,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Alkanes: Properties & Combustion,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Alkenes: Addition & Polymerization,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Halogenoalkanes: Substitution (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Homologous Series & Functional Groups,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (Core),Isomerism: Structural & Geometric (E/Z Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Aromatic: Electrophilic Substitution (Nitration),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Carbonyls: Aldehydes/Ketones (Additions),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Carboxylic Acids & Derivatives (Esters/Amides),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Halogenoalkanes: SN1 vs SN2,26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Stereoisomerism: E/Z & Optical (R/S Concepts),26,10,6,2,8
IB,Grade 12,Chemistry HL,Organic Chemistry (HL),Synthetic Routes & Retrosynthesis,26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,Group 1 Reactivity Trends,26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,Group 17 Reactivity & Displacement,26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,Metallic/Nonmetallic Character & Oxides,26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,Period 3 Oxides: Acid–Base Character,26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,Transition Trend Overview (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Periodicity,"Trends: Atomic Radius, IE, Electronegativity",26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),Corrosion Mechanisms & Prevention,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),"Electrolysis: Quantitative (m, Q, n, F)",26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),Ligand Effects on Electrode Potentials,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),Nernst Equation (Qualitative Treatment),26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),Rechargeable Batteries & Fuel Cells,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox & Electrochemistry (HL),Standard Potentials & Cell EMF Calculations,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Applications: Corrosion & Electroplating,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Balancing Redox (Half-Equations),26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Electrochemical Cells & EMF (Basics),26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Electrolysis & Faraday’s Laws (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Oxidation States & Rules,26,10,6,2,8
IB,Grade 12,Chemistry HL,Redox Processes,Standard Electrode Potentials (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),13C NMR: Chemical Shifts,26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),"1H NMR: Shift, Splitting, Integration",26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),"Combining IR, MS, NMR for ID",26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),IR Spectroscopy: Functional Groups,26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),Mass Spectrometry: Fragmentation,26,10,6,2,8
IB,Grade 12,Chemistry HL,Spectroscopic Techniques (HL),UV–Vis & Beer–Lambert (Quant.),26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Acid–Base Titration Calculations (Intro),26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Concentration (mol dm^-3) & Dilution,26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Empirical vs Molecular Formula,26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Limiting Reactant & Percent Yield,26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Molar Volume of Gas & Avogadro’s Law,26,10,6,2,8
IB,Grade 12,Chemistry HL,Stoichiometric Relationships,Mole Concept & Avogadro Constant,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),Colors & Spectrochemical Series,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),Complex Ions & Coordination Number,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),Crystal Field Theory & d–d Transitions,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),Ligands: Mono/Bidentate & Chelation,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),Magnetic Properties & Catalysis,26,10,6,2,8
IB,Grade 12,Chemistry HL,Transition Metals (HL),d-Block: Variable Oxidation States,26,10,6,2,8
IB,Grade 12,Chemistry SL,Acids & Bases,Acid–Base Titrations & Curves (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Acids & Bases,Definitions: Arrhenius/Bronsted; Lewis (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Acids & Bases,Indicators & Buffer Concepts (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Acids & Bases,Neutralization & Salt Hydrolysis (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Acids & Bases,Strong vs Weak; Conductivity & pH,20,8,4,2,6
IB,Grade 12,Chemistry SL,Acids & Bases,"pH, pOH, Kw at 25°C",20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,"Electron Configuration (Aufbau, Pauli, Hund)",20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,Emission Spectra & Energy Levels,20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,First Ionization Energy & Trends,20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,Nuclear Notation & Stability (Qualitative),20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,Relative Atomic Mass & Mass Spectrometry,20,8,4,2,6
IB,Grade 12,Chemistry SL,Atomic Structure,Subatomic Particles & Isotopes,20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,"Covalent Bonding, Polarity & Bond Order",20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,"Intermolecular Forces (LDF, Dipole, H-bond)",20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,Ionic Bonding & Lattice (Qualitative),20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,"Lewis Structures, Octet Exceptions, Resonance",20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,Metallic Bonding & Properties,20,8,4,2,6
IB,Grade 12,Chemistry SL,Bonding & Structure,VSEPR Shapes & Molecular Geometry,20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Catalysts & Surface Area,20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Collision Theory & Maxwell–Boltzmann (Qual.),20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Concentration & Temperature Effects,20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Elementary Steps (Qualitative),20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Rate Graphs & Initial Rate (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Chemical Kinetics,Rate of Reaction & Measurement,20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Average Bond Enthalpies,20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Calorimetry & q = mcΔT,20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Endothermic vs Exothermic Profiles,20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Enthalpy Changes & Thermochemical Equations,20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Enthalpy of Solution & Hydration (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Energetics/Thermochemistry,Hess’s Law & Enthalpy Cycles (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,Dynamic Equilibrium Features,20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,Equilibrium Constant Kc (Expressions/Units),20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,ICE Tables & Calculations,20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,Industrial Equilibria (Haber/Contact),20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,Le Châtelier’s Principle (Qual/Quant),20,8,4,2,6
IB,Grade 12,Chemistry SL,Equilibrium,Reaction Quotient Q,20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Designing Valid Experiments (Controls),20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Graphing: Best-Fit Lines & Gradients,20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Percentage Error; Accuracy vs Precision,20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Propagation of Uncertainty,20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Random vs Systematic Error; Calibration,20,8,4,2,6
IB,Grade 12,Chemistry SL,Measurement & Data Processing,Significant Figures & Uncertainty,20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Alcohols: Oxidation & Esterification,20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Alkanes: Properties & Combustion,20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Alkenes: Addition & Polymerization,20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Halogenoalkanes: Substitution (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Homologous Series & Functional Groups,20,8,4,2,6
IB,Grade 12,Chemistry SL,Organic Chemistry (Core),Isomerism: Structural & Geometric (E/Z Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,Group 1 Reactivity Trends,20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,Group 17 Reactivity & Displacement,20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,Metallic/Nonmetallic Character & Oxides,20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,Period 3 Oxides: Acid–Base Character,20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,Transition Trend Overview (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Periodicity,"Trends: Atomic Radius, IE, Electronegativity",20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Applications: Corrosion & Electroplating,20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Balancing Redox (Half-Equations),20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Electrochemical Cells & EMF (Basics),20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Electrolysis & Faraday’s Laws (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Oxidation States & Rules,20,8,4,2,6
IB,Grade 12,Chemistry SL,Redox Processes,Standard Electrode Potentials (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Acid–Base Titration Calculations (Intro),20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Concentration (mol dm^-3) & Dilution,20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Empirical vs Molecular Formula,20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Limiting Reactant & Percent Yield,20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Molar Volume of Gas & Avogadro’s Law,20,8,4,2,6
IB,Grade 12,Chemistry SL,Stoichiometric Relationships,Mole Concept & Avogadro Constant,20,8,4,2,6
IB,Grade 11,Chemistry HL,Acids & Bases,Acid–Base Titrations & Curves (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Acids & Bases,Definitions: Arrhenius/Bronsted; Lewis (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Acids & Bases,Indicators & Buffer Concepts (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Acids & Bases,Neutralization & Salt Hydrolysis (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Acids & Bases,Strong vs Weak; Conductivity & pH,26,10,6,2,8
IB,Grade 11,Chemistry HL,Acids & Bases,"pH, pOH, Kw at 25°C",26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,"Electron Configuration (Aufbau, Pauli, Hund)",26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,Emission Spectra & Energy Levels,26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,First Ionization Energy & Trends,26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,Nuclear Notation & Stability (Qualitative),26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,Relative Atomic Mass & Mass Spectrometry,26,10,6,2,8
IB,Grade 11,Chemistry HL,Atomic Structure,Subatomic Particles & Isotopes,26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,"Covalent Bonding, Polarity & Bond Order",26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,"Intermolecular Forces (LDF, Dipole, H-bond)",26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,Ionic Bonding & Lattice (Qualitative),26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,"Lewis Structures, Octet Exceptions, Resonance",26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,Metallic Bonding & Properties,26,10,6,2,8
IB,Grade 11,Chemistry HL,Bonding & Structure,VSEPR Shapes & Molecular Geometry,26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Catalysts & Surface Area,26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Collision Theory & Maxwell–Boltzmann (Qual.),26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Concentration & Temperature Effects,26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Elementary Steps (Qualitative),26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Rate Graphs & Initial Rate (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Chemical Kinetics,Rate of Reaction & Measurement,26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Average Bond Enthalpies,26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Calorimetry & q = mcΔT,26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Endothermic vs Exothermic Profiles,26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Enthalpy Changes & Thermochemical Equations,26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Enthalpy of Solution & Hydration (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Energetics/Thermochemistry,Hess’s Law & Enthalpy Cycles (Intro),26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,Dynamic Equilibrium Features,26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,Equilibrium Constant Kc (Expressions/Units),26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,ICE Tables & Calculations,26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,Industrial Equilibria (Haber/Contact),26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,Le Châtelier’s Principle (Qual/Quant),26,10,6,2,8
IB,Grade 11,Chemistry HL,Equilibrium,Reaction Quotient Q,26,10,6,2,8
IB,Grade 11,Chemistry HL,Measurement & Data Processing,Designing Valid Experiments (Controls),26,10,6,2,8
